"WORD";"FREQUENCY";"NOOFFILES";"TF";"IDF";"TFIDF";"FLAG"
"ramilia";1.0;1.0;0.0;0.0;0.0;1.0
"photostat";1.0;1.0;0.0;0.0;0.0;1.0
"jha";2.0;2.0;0.0;0.0;0.0;1.0
"encourage";2.0;1.0;0.0;0.0;0.0;1.0
"cup";1.0;1.0;0.0;0.0;0.0;1.0
"transship";1.0;1.0;0.0;0.0;0.0;1.0
"container";1.0;1.0;0.0;0.0;0.0;1.0
"vizhinjam";1.0;1.0;0.0;0.0;0.0;1.0
"hurt";1.0;1.0;0.0;0.0;0.0;1.0
"deliberate";4.0;3.0;0.0;0.0;0.0;1.0
"gesture";3.0;2.0;0.0;0.0;0.0;1.0
"significance";5.0;5.0;0.0;0.0;0.0;1.0
"alphonse";3.0;1.0;0.0;0.0;0.0;1.0
"natarajan";1.0;1.0;0.0;0.0;0.0;1.0
"balasubramaniam";1.0;1.0;0.0;0.0;0.0;1.0
"jayanti";1.0;1.0;0.0;0.0;0.0;1.0
"eyee";1.0;1.0;0.0;0.0;0.0;1.0
"beigh";6.0;2.0;0.0;0.0;0.0;1.0
"mineral";8.0;3.0;0.0;0.0;0.0;1.0
"manner";12.0;12.0;0.0;0.0;0.0;1.0
"anand";11.0;11.0;0.0;0.0;0.0;1.0
"loyalist";6.0;6.0;0.0;0.0;0.0;1.0
"confrontate";3.0;3.0;0.0;0.0;0.0;1.0
"convent";2.0;2.0;0.0;0.0;0.0;1.0
"defiant";1.0;1.0;0.0;0.0;0.0;1.0
"save";3.0;3.0;0.0;0.0;0.0;1.0
"migrant";5.0;2.0;0.0;0.0;0.0;1.0
"seed";1.0;1.0;0.0;0.0;0.0;1.0
"pasture";1.0;1.0;0.0;0.0;0.0;1.0
"minimum";1.0;1.0;0.0;0.0;0.0;1.0
"patient";1.0;1.0;0.0;0.0;0.0;1.0
"selle";1.0;1.0;0.0;0.0;0.0;1.0
"sadhvis";1.0;1.0;0.0;0.0;0.0;1.0
"poojas";1.0;1.0;0.0;0.0;0.0;1.0
"nctc";3.0;1.0;0.0;0.0;0.0;1.0
"karra";1.0;1.0;0.0;0.0;0.0;1.0
"run";21.0;13.0;0.0;0.0;0.0;1.0
"chandrakant";4.0;4.0;0.0;0.0;0.0;1.0
"pti";7.0;6.0;0.0;0.0;0.0;1.0
"pradhan";13.0;8.0;0.0;0.0;0.0;1.0
"en";1.0;1.0;0.0;0.0;0.0;1.0
"bike";2.0;2.0;0.0;0.0;0.0;1.0
"sahu";2.0;2.0;0.0;0.0;0.0;1.0
"user";2.0;2.0;0.0;0.0;0.0;1.0
"rel";14.0;6.0;0.0;0.0;0.0;1.0
"manoeuvre";1.0;1.0;0.0;0.0;0.0;1.0
"sudheeran";3.0;1.0;0.0;0.0;0.0;1.0
"assassin";3.0;2.0;0.0;0.0;0.0;1.0
"emphasi";3.0;3.0;0.0;0.0;0.0;1.0
"extent";6.0;6.0;0.0;0.0;0.0;1.0
"swamy";10.0;4.0;0.0;0.0;0.0;1.0
"occup";4.0;1.0;0.0;0.0;0.0;1.0
"comptroller";1.0;1.0;0.0;0.0;0.0;1.0
"khidmat";1.0;1.0;0.0;0.0;0.0;1.0
"auditor";1.0;1.0;0.0;0.0;0.0;1.0
"mafia";1.0;1.0;0.0;0.0;0.0;1.0
"exchequer";1.0;1.0;0.0;0.0;0.0;1.0
"roshni";1.0;1.0;0.0;0.0;0.0;1.0
"kanal";1.0;1.0;0.0;0.0;0.0;1.0
"subah";1.0;1.0;0.0;0.0;0.0;1.0
"quantum";1.0;1.0;0.0;0.0;0.0;1.0
"occupate";1.0;1.0;0.0;0.0;0.0;1.0
"nawa";1.0;1.0;0.0;0.0;0.0;1.0
"indira";10.0;7.0;0.0;0.0;0.0;1.0
"pakistan";47.0;26.0;0.0;0.0;0.0;1.0
"dialogue";19.0;11.0;0.0;0.0;0.0;1.0
"suspicion";6.0;4.0;0.0;0.0;0.0;1.0
"saarc";16.0;12.0;0.0;0.0;0.0;1.0
"element";7.0;5.0;0.0;0.0;0.0;1.0
"hostility";5.0;3.0;0.0;0.0;0.0;1.0
"summit";16.0;12.0;0.0;0.0;0.0;1.0
"achieve";11.0;10.0;0.0;0.0;0.0;1.0
"counterpart";6.0;6.0;0.0;0.0;0.0;1.0
"sharif";2.0;2.0;0.0;0.0;0.0;1.0
"person";46.0;39.0;0.0;0.0;0.0;1.0
"sort";5.0;5.0;0.0;0.0;0.0;1.0
"haven";7.0;7.0;0.0;0.0;0.0;1.0
"function";34.0;28.0;0.0;0.0;0.0;1.0
"regard";13.0;12.0;0.0;0.0;0.0;1.0
"manmohan";11.0;10.0;0.0;0.0;0.0;1.0
"neighbour";12.0;8.0;0.0;0.0;0.0;1.0
"think";5.0;5.0;0.0;0.0;0.0;1.0
"anybody";16.0;13.0;0.0;0.0;0.0;1.0
"mind";31.0;26.0;0.0;0.0;0.0;1.0
"pandits";17.0;4.0;0.0;0.0;0.0;1.0
"habbakadal";7.0;4.0;0.0;0.0;0.0;1.0
"community";58.0;34.0;0.0;0.0;0.0;1.0
"whenever";3.0;2.0;0.0;0.0;0.0;1.0
"samiti";2.0;2.0;0.0;0.0;0.0;1.0
"expectate";5.0;5.0;0.0;0.0;0.0;1.0
"diwali";5.0;3.0;0.0;0.0;0.0;1.0
"ray";5.0;4.0;0.0;0.0;0.0;1.0
"focu";9.0;9.0;0.0;0.0;0.0;1.0
"crime";19.0;14.0;0.0;0.0;0.0;1.0
"figure";17.0;13.0;0.0;0.0;0.0;1.0
"sake";9.0;8.0;0.0;0.0;0.0;1.0
"tension";8.0;7.0;0.0;0.0;0.0;1.0
"none";6.0;6.0;0.0;0.0;0.0;1.0
"priority";13.0;11.0;0.0;0.0;0.0;1.0
"blood";2.0;2.0;0.0;0.0;0.0;1.0
"river";3.0;3.0;0.0;0.0;0.0;1.0
"saffron";43.0;36.0;0.0;0.0;0.0;1.0
"package";20.0;11.0;0.0;0.0;0.0;1.0
"grouse";1.0;1.0;0.0;0.0;0.0;1.0
"perpetrate";1.0;1.0;0.0;0.0;0.0;1.0
"kpss";1.0;1.0;0.0;0.0;0.0;1.0
"south";10.0;9.0;0.0;0.0;0.0;1.0
"muzaffar";6.0;5.0;0.0;0.0;0.0;1.0
"technolog";10.0;9.0;0.0;0.0;0.0;1.0
"balmuchu";3.0;1.0;0.0;0.0;0.0;1.0
"kunal";2.0;1.0;0.0;0.0;0.0;1.0
"pmk";8.0;7.0;0.0;0.0;0.0;1.0
"subramanian";3.0;3.0;0.0;0.0;0.0;1.0
"lankan";15.0;6.0;0.0;0.0;0.0;1.0
"nirbhay";1.0;1.0;0.0;0.0;0.0;1.0
"byelection";1.0;1.0;0.0;0.0;0.0;1.0
"sahasrabuddhe";1.0;1.0;0.0;0.0;0.0;1.0
"eager";1.0;1.0;0.0;0.0;0.0;1.0
"vk";1.0;1.0;0.0;0.0;0.0;1.0
"rempty";1.0;1.0;0.0;0.0;0.0;1.0
"veerendrakumar";3.0;1.0;0.0;0.0;0.0;1.0
"udit";2.0;2.0;0.0;0.0;0.0;1.0
"poison";2.0;2.0;0.0;0.0;0.0;1.0
"allergy";2.0;2.0;0.0;0.0;0.0;1.0
"balcony";2.0;2.0;0.0;0.0;0.0;1.0
"girl";6.0;6.0;0.0;0.0;0.0;1.0
"bhupender";2.0;2.0;0.0;0.0;0.0;1.0
"muraleedharan";2.0;1.0;0.0;0.0;0.0;1.0
"chip";1.0;1.0;0.0;0.0;0.0;1.0
"prisoner";1.0;1.0;0.0;0.0;0.0;1.0
"satta";1.0;1.0;0.0;0.0;0.0;1.0
"chimanlal";1.0;1.0;0.0;0.0;0.0;1.0
"samarjitsinh";1.0;1.0;0.0;0.0;0.0;1.0
"gaekwad";1.0;1.0;0.0;0.0;0.0;1.0
"movy";1.0;1.0;0.0;0.0;0.0;1.0
"ganguly";11.0;2.0;0.0;0.0;0.0;1.0
"judgment";1.0;1.0;0.0;0.0;0.0;1.0
"myth";1.0;1.0;0.0;0.0;0.0;1.0
"tiger";3.0;2.0;0.0;0.0;0.0;1.0
"sorens";2.0;2.0;0.0;0.0;0.0;1.0
"hashim";1.0;1.0;0.0;0.0;0.0;1.0
"muscle";3.0;2.0;0.0;0.0;0.0;1.0
"gehlot";5.0;5.0;0.0;0.0;0.0;1.0
"taxy";2.0;2.0;0.0;0.0;0.0;1.0
"overtime";1.0;1.0;0.0;0.0;0.0;1.0
"strict";1.0;1.0;0.0;0.0;0.0;1.0
"godse";12.0;5.0;0.0;0.0;0.0;1.0
"killer";5.0;2.0;0.0;0.0;0.0;1.0
"nathuram";7.0;4.0;0.0;0.0;0.0;1.0
"mukherjee";10.0;6.0;0.0;0.0;0.0;1.0
"ceo";2.0;2.0;0.0;0.0;0.0;1.0
"dutta";6.0;1.0;0.0;0.0;0.0;1.0
"anjan";3.0;1.0;0.0;0.0;0.0;1.0
"bhubaneswar";2.0;1.0;0.0;0.0;0.0;1.0
"world";23.0;16.0;0.0;0.0;0.0;1.0
"photograph";4.0;3.0;0.0;0.0;0.0;1.0
"pattan";5.0;3.0;0.0;0.0;0.0;1.0
"lake";2.0;2.0;0.0;0.0;0.0;1.0
"yusuf";3.0;3.0;0.0;0.0;0.0;1.0
"cell";7.0;4.0;0.0;0.0;0.0;1.0
"lecture";3.0;3.0;0.0;0.0;0.0;1.0
"fida";2.0;1.0;0.0;0.0;0.0;1.0
"jabeena";1.0;1.0;0.0;0.0;0.0;1.0
"bishambhar";1.0;1.0;0.0;0.0;0.0;1.0
"culture";13.0;10.0;0.0;0.0;0.0;1.0
"import";3.0;3.0;0.0;0.0;0.0;1.0
"structure";28.0;18.0;0.0;0.0;0.0;1.0
"reformate";2.0;2.0;0.0;0.0;0.0;1.0
"economist";3.0;3.0;0.0;0.0;0.0;1.0
"haseeb";2.0;2.0;0.0;0.0;0.0;1.0
"drabu";2.0;2.0;0.0;0.0;0.0;1.0
"reconstruct";2.0;2.0;0.0;0.0;0.0;1.0
"haroon";2.0;2.0;0.0;0.0;0.0;1.0
"governer";1.0;1.0;0.0;0.0;0.0;1.0
"sia";1.0;1.0;0.0;0.0;0.0;1.0
"assent";1.0;1.0;0.0;0.0;0.0;1.0
"ashutosh";2.0;2.0;0.0;0.0;0.0;1.0
"kashinath";1.0;1.0;0.0;0.0;0.0;1.0
"targete";1.0;1.0;0.0;0.0;0.0;1.0
"landslide";4.0;4.0;0.0;0.0;0.0;1.0
"hashtags";3.0;1.0;0.0;0.0;0.0;1.0
"medium";2.0;1.0;0.0;0.0;0.0;1.0
"phenomena";1.0;1.0;0.0;0.0;0.0;1.0
"pope";1.0;1.0;0.0;0.0;0.0;1.0
"francis";1.0;1.0;0.0;0.0;0.0;1.0
"dmdk";2.0;2.0;0.0;0.0;0.0;1.0
"mehrotra";1.0;1.0;0.0;0.0;0.0;1.0
"equal";3.0;3.0;0.0;0.0;0.0;1.0
"meghwal";2.0;2.0;0.0;0.0;0.0;1.0
"munda";52.0;14.0;0.0;0.0;0.0;1.0
"santhali";2.0;1.0;0.0;0.0;0.0;1.0
"surprise";6.0;6.0;0.0;0.0;0.0;1.0
"manvendra";1.0;1.0;0.0;0.0;0.0;1.0
"dubey";1.0;1.0;0.0;0.0;0.0;1.0
"bose";6.0;4.0;0.0;0.0;0.0;1.0
"aap";146.0;36.0;0.0;0.0;0.0;1.0
"dharmendra";6.0;5.0;0.0;0.0;0.0;1.0
"jyotiraditya";4.0;4.0;0.0;0.0;0.0;1.0
"blast";24.0;5.0;0.0;0.0;0.0;1.0
"gaurav";4.0;4.0;0.0;0.0;0.0;1.0
"thigh";1.0;1.0;0.0;0.0;0.0;1.0
"mullaji";1.0;1.0;0.0;0.0;0.0;1.0
"mastery";2.0;1.0;0.0;0.0;0.0;1.0
"architect";1.0;1.0;0.0;0.0;0.0;1.0
"turmoil";3.0;3.0;0.0;0.0;0.0;1.0
"ravindra";1.0;1.0;0.0;0.0;0.0;1.0
"clip";1.0;1.0;0.0;0.0;0.0;1.0
"dole";1.0;1.0;0.0;0.0;0.0;1.0
"ishaan";4.0;1.0;0.0;0.0;0.0;1.0
"nez";3.0;1.0;0.0;0.0;0.0;1.0
"hornbill";2.0;1.0;0.0;0.0;0.0;1.0
"okhla";3.0;2.0;0.0;0.0;0.0;1.0
"ghonda";1.0;1.0;0.0;0.0;0.0;1.0
"khurana";1.0;1.0;0.0;0.0;0.0;1.0
"balyan";1.0;1.0;0.0;0.0;0.0;1.0
"durniti";2.0;1.0;0.0;0.0;0.0;1.0
"arbiter";1.0;1.0;0.0;0.0;0.0;1.0
"devolut";2.0;2.0;0.0;0.0;0.0;1.0
"kodiyeri";1.0;1.0;0.0;0.0;0.0;1.0
"laxmikant";1.0;1.0;0.0;0.0;0.0;1.0
"charar";2.0;1.0;0.0;0.0;0.0;1.0
"gurjjar";2.0;1.0;0.0;0.0;0.0;1.0
"gul";2.0;1.0;0.0;0.0;0.0;1.0
"masood";1.0;1.0;0.0;0.0;0.0;1.0
"winne";1.0;1.0;0.0;0.0;0.0;1.0
"jkpdf";1.0;1.0;0.0;0.0;0.0;1.0
"lakhvi";3.0;1.0;0.0;0.0;0.0;1.0
"streak";1.0;1.0;0.0;0.0;0.0;1.0
"conf";1.0;1.0;0.0;0.0;0.0;1.0
"mubarak";1.0;1.0;0.0;0.0;0.0;1.0
"household";3.0;3.0;0.0;0.0;0.0;1.0
"core";19.0;15.0;0.0;0.0;0.0;1.0
"jagaran";1.0;1.0;0.0;0.0;0.0;1.0
"deen";1.0;1.0;0.0;0.0;0.0;1.0
"catalyst";1.0;1.0;0.0;0.0;0.0;1.0
"annaji";1.0;1.0;0.0;0.0;0.0;1.0
"google";10.0;3.0;0.0;0.0;0.0;1.0
"conduct";23.0;11.0;0.0;0.0;0.0;1.0
"jaggery";1.0;1.0;0.0;0.0;0.0;1.0
"illegal";1.0;1.0;0.0;0.0;0.0;1.0
"lakhi";1.0;1.0;0.0;0.0;0.0;1.0
"rukmini";1.0;1.0;0.0;0.0;0.0;1.0
"screen";3.0;2.0;0.0;0.0;0.0;1.0
"memory";4.0;4.0;0.0;0.0;0.0;1.0
"aide";7.0;6.0;0.0;0.0;0.0;1.0
"command";15.0;11.0;0.0;0.0;0.0;1.0
"honesty";5.0;5.0;0.0;0.0;0.0;1.0
"transpar";14.0;12.0;0.0;0.0;0.0;1.0
"ignorance";3.0;3.0;0.0;0.0;0.0;1.0
"cheer";2.0;2.0;0.0;0.0;0.0;1.0
"dai";5.0;5.0;0.0;0.0;0.0;1.0
"powershift";2.0;1.0;0.0;0.0;0.0;1.0
"terminal";1.0;1.0;0.0;0.0;0.0;1.0
"kaliabor";2.0;2.0;0.0;0.0;0.0;1.0
"abhiyaan";2.0;2.0;0.0;0.0;0.0;1.0
"nirmal";8.0;8.0;0.0;0.0;0.0;1.0
"stature";2.0;2.0;0.0;0.0;0.0;1.0
"endorse";1.0;1.0;0.0;0.0;0.0;1.0
"inable";1.0;1.0;0.0;0.0;0.0;1.0
"ebb";1.0;1.0;0.0;0.0;0.0;1.0
"roadshow";5.0;3.0;0.0;0.0;0.0;1.0
"moti";3.0;2.0;0.0;0.0;0.0;1.0
"kilometre";4.0;3.0;0.0;0.0;0.0;1.0
"though";7.0;6.0;0.0;0.0;0.0;1.0
"balwant";1.0;1.0;0.0;0.0;0.0;1.0
"gorhe";1.0;1.0;0.0;0.0;0.0;1.0
"reckone";1.0;1.0;0.0;0.0;0.0;1.0
"vaibhav";1.0;1.0;0.0;0.0;0.0;1.0
"lodha";1.0;1.0;0.0;0.0;0.0;1.0
"msrdc";1.0;1.0;0.0;0.0;0.0;1.0
"shot";2.0;2.0;0.0;0.0;0.0;1.0
"peril";1.0;1.0;0.0;0.0;0.0;1.0
"frame";1.0;1.0;0.0;0.0;0.0;1.0
"pio";1.0;1.0;0.0;0.0;0.0;1.0
"rohtas";1.0;1.0;0.0;0.0;0.0;1.0
"narela";1.0;1.0;0.0;0.0;0.0;1.0
"dancer";1.0;1.0;0.0;0.0;0.0;1.0
"dhingan";1.0;1.0;0.0;0.0;0.0;1.0
"ranjan";7.0;5.0;0.0;0.0;0.0;1.0
"koda";17.0;4.0;0.0;0.0;0.0;1.0
"khijri";2.0;2.0;0.0;0.0;0.0;1.0
"literature";2.0;1.0;0.0;0.0;0.0;1.0
"summer";3.0;3.0;0.0;0.0;0.0;1.0
"harm";3.0;3.0;0.0;0.0;0.0;1.0
"gain";4.0;3.0;0.0;0.0;0.0;1.0
"default";1.0;1.0;0.0;0.0;0.0;1.0
"misrule";1.0;1.0;0.0;0.0;0.0;1.0
"fibre";4.0;1.0;0.0;0.0;0.0;1.0
"hassan";5.0;5.0;0.0;0.0;0.0;1.0
"lanka";23.0;7.0;0.0;0.0;0.0;1.0
"ichagarh";6.0;4.0;0.0;0.0;0.0;1.0
"kanke";6.0;4.0;0.0;0.0;0.0;1.0
"rawat";8.0;2.0;0.0;0.0;0.0;1.0
"siddiqui";1.0;1.0;0.0;0.0;0.0;1.0
"birthday";6.0;5.0;0.0;0.0;0.0;1.0
"ayodhya";4.0;3.0;0.0;0.0;0.0;1.0
"improve";1.0;1.0;0.0;0.0;0.0;1.0
"dairy";1.0;1.0;0.0;0.0;0.0;1.0
"badami";1.0;1.0;0.0;0.0;0.0;1.0
"defector";3.0;3.0;0.0;0.0;0.0;1.0
"architecture";2.0;1.0;0.0;0.0;0.0;1.0
"temper";1.0;1.0;0.0;0.0;0.0;1.0
"bashishth";1.0;1.0;0.0;0.0;0.0;1.0
"parbhani";1.0;1.0;0.0;0.0;0.0;1.0
"ease";2.0;2.0;0.0;0.0;0.0;1.0
"tendulkar";1.0;1.0;0.0;0.0;0.0;1.0
"regulate";1.0;1.0;0.0;0.0;0.0;1.0
"ashu";1.0;1.0;0.0;0.0;0.0;1.0
"opportun";3.0;2.0;0.0;0.0;0.0;1.0
"stunt";2.0;1.0;0.0;0.0;0.0;1.0
"bijli";1.0;1.0;0.0;0.0;0.0;1.0
"ramchandra";1.0;1.0;0.0;0.0;0.0;1.0
"spokesmen";1.0;1.0;0.0;0.0;0.0;1.0
"mehmood";1.0;1.0;0.0;0.0;0.0;1.0
"lones";1.0;1.0;0.0;0.0;0.0;1.0
"machinery";3.0;2.0;0.0;0.0;0.0;1.0
"hero";2.0;2.0;0.0;0.0;0.0;1.0
"wealth";2.0;2.0;0.0;0.0;0.0;1.0
"accommodate";2.0;2.0;0.0;0.0;0.0;1.0
"turf";2.0;2.0;0.0;0.0;0.0;1.0
"righteous";3.0;2.0;0.0;0.0;0.0;1.0
"distinct";2.0;2.0;0.0;0.0;0.0;1.0
"fm";3.0;3.0;0.0;0.0;0.0;1.0
"th";1.0;1.0;0.0;0.0;0.0;1.0
"indu";1.0;1.0;0.0;0.0;0.0;1.0
"bachha";1.0;1.0;0.0;0.0;0.0;1.0
"estate";1.0;1.0;0.0;0.0;0.0;1.0
"racket";2.0;1.0;0.0;0.0;0.0;1.0
"alware";1.0;1.0;0.0;0.0;0.0;1.0
"percent";20.0;6.0;0.0;0.0;0.0;1.0
"instance";12.0;10.0;0.0;0.0;0.0;1.0
"bawankule";3.0;2.0;0.0;0.0;0.0;1.0
"samaj";4.0;4.0;0.0;0.0;0.0;1.0
"kc";2.0;2.0;0.0;0.0;0.0;1.0
"feud";3.0;1.0;0.0;0.0;0.0;1.0
"coin";2.0;2.0;0.0;0.0;0.0;1.0
"gujarat";22.0;14.0;0.0;0.0;0.0;1.0
"talukdar";1.0;1.0;0.0;0.0;0.0;1.0
"parachute";1.0;1.0;0.0;0.0;0.0;1.0
"turncoat";1.0;1.0;0.0;0.0;0.0;1.0
"sahab";4.0;2.0;0.0;0.0;0.0;1.0
"plane";3.0;2.0;0.0;0.0;0.0;1.0
"aye";11.0;2.0;0.0;0.0;0.0;1.0
"allah";1.0;1.0;0.0;0.0;0.0;1.0
"spg";1.0;1.0;0.0;0.0;0.0;1.0
"rout";5.0;5.0;0.0;0.0;0.0;1.0
"brand";3.0;3.0;0.0;0.0;0.0;1.0
"rithala";1.0;1.0;0.0;0.0;0.0;1.0
"birth";11.0;9.0;0.0;0.0;0.0;1.0
"update";2.0;2.0;0.0;0.0;0.0;1.0
"wood";1.0;1.0;0.0;0.0;0.0;1.0
"upgrade";1.0;1.0;0.0;0.0;0.0;1.0
"knowledge";10.0;7.0;0.0;0.0;0.0;1.0
"chunk";3.0;2.0;0.0;0.0;0.0;1.0
"scale";6.0;6.0;0.0;0.0;0.0;1.0
"acre";4.0;3.0;0.0;0.0;0.0;1.0
"cash";6.0;4.0;0.0;0.0;0.0;1.0
"rate";16.0;10.0;0.0;0.0;0.0;1.0
"transfer";7.0;5.0;0.0;0.0;0.0;1.0
"beneficiary";3.0;3.0;0.0;0.0;0.0;1.0
"general";18.0;18.0;0.0;0.0;0.0;1.0
"bureaucrat";5.0;5.0;0.0;0.0;0.0;1.0
"value";15.0;11.0;0.0;0.0;0.0;1.0
"irregularity";3.0;3.0;0.0;0.0;0.0;1.0
"cultivate";4.0;3.0;0.0;0.0;0.0;1.0
"deal";17.0;12.0;0.0;0.0;0.0;1.0
"cyberspace";1.0;1.0;0.0;0.0;0.0;1.0
"apathy";1.0;1.0;0.0;0.0;0.0;1.0
"tatwa";1.0;1.0;0.0;0.0;0.0;1.0
"urdu";1.0;1.0;0.0;0.0;0.0;1.0
"ly";3.0;3.0;0.0;0.0;0.0;1.0
"divers";2.0;1.0;0.0;0.0;0.0;1.0
"appar";1.0;1.0;0.0;0.0;0.0;1.0
"builder";1.0;1.0;0.0;0.0;0.0;1.0
"contradict";5.0;2.0;0.0;0.0;0.0;1.0
"sudesh";8.0;2.0;0.0;0.0;0.0;1.0
"victim";25.0;10.0;0.0;0.0;0.0;1.0
"domain";5.0;2.0;0.0;0.0;0.0;1.0
"assam";13.0;6.0;0.0;0.0;0.0;1.0
"kupwara";7.0;4.0;0.0;0.0;0.0;1.0
"pc";3.0;3.0;0.0;0.0;0.0;1.0
"siddharthnath";1.0;1.0;0.0;0.0;0.0;1.0
"epitaph";1.0;1.0;0.0;0.0;0.0;1.0
"army";37.0;14.0;0.0;0.0;0.0;1.0
"kashmiri";40.0;23.0;0.0;0.0;0.0;1.0
"flag";14.0;11.0;0.0;0.0;0.0;1.0
"table";10.0;8.0;0.0;0.0;0.0;1.0
"choice";22.0;19.0;0.0;0.0;0.0;1.0
"story";6.0;6.0;0.0;0.0;0.0;1.0
"team";27.0;17.0;0.0;0.0;0.0;1.0
"masti";1.0;1.0;0.0;0.0;0.0;1.0
"instrument";2.0;2.0;0.0;0.0;0.0;1.0
"khadse";9.0;2.0;0.0;0.0;0.0;1.0
"drought";17.0;5.0;0.0;0.0;0.0;1.0
"situate";45.0;35.0;0.0;0.0;0.0;1.0
"lesson";6.0;5.0;0.0;0.0;0.0;1.0
"word";31.0;23.0;0.0;0.0;0.0;1.0
"eknath";7.0;6.0;0.0;0.0;0.0;1.0
"crop";6.0;4.0;0.0;0.0;0.0;1.0
"maratha";3.0;2.0;0.0;0.0;0.0;1.0
"rajkumar";2.0;1.0;0.0;0.0;0.0;1.0
"badole";2.0;1.0;0.0;0.0;0.0;1.0
"vhp";14.0;4.0;0.0;0.0;0.0;1.0
"allure";2.0;2.0;0.0;0.0;0.0;1.0
"samata";2.0;2.0;0.0;0.0;0.0;1.0
"shekhar";1.0;1.0;0.0;0.0;0.0;1.0
"shaurya";1.0;1.0;0.0;0.0;0.0;1.0
"peasant";1.0;1.0;0.0;0.0;0.0;1.0
"indiscipline";1.0;1.0;0.0;0.0;0.0;1.0
"culpable";1.0;1.0;0.0;0.0;0.0;1.0
"makar";3.0;3.0;0.0;0.0;0.0;1.0
"spotlight";2.0;1.0;0.0;0.0;0.0;1.0
"yathra";1.0;1.0;0.0;0.0;0.0;1.0
"achuthanandan";26.0;3.0;0.0;0.0;0.0;1.0
"buzz";2.0;2.0;0.0;0.0;0.0;1.0
"educationist";1.0;1.0;0.0;0.0;0.0;1.0
"osmanabad";1.0;1.0;0.0;0.0;0.0;1.0
"saudagar";1.0;1.0;0.0;0.0;0.0;1.0
"benaqaab";1.0;1.0;0.0;0.0;0.0;1.0
"polo";1.0;1.0;0.0;0.0;0.0;1.0
"sivasagar";1.0;1.0;0.0;0.0;0.0;1.0
"ramzada";1.0;1.0;0.0;0.0;0.0;1.0
"kejriwal";158.0;32.0;0.0;0.0;0.0;1.0
"funde";8.0;5.0;0.0;0.0;0.0;1.0
"shame";4.0;3.0;0.0;0.0;0.0;1.0
"yechury";26.0;9.0;0.0;0.0;0.0;1.0
"potshot";4.0;4.0;0.0;0.0;0.0;1.0
"fair";7.0;5.0;0.0;0.0;0.0;1.0
"sitaram";10.0;9.0;0.0;0.0;0.0;1.0
"yesterday";15.0;15.0;0.0;0.0;0.0;1.0
"fee";2.0;2.0;0.0;0.0;0.0;1.0
"donor";4.0;1.0;0.0;0.0;0.0;1.0
"strike";2.0;2.0;0.0;0.0;0.0;1.0
"pillai";4.0;1.0;0.0;0.0;0.0;1.0
"mararikkulam";2.0;1.0;0.0;0.0;0.0;1.0
"rivalry";2.0;1.0;0.0;0.0;0.0;1.0
"torche";1.0;1.0;0.0;0.0;0.0;1.0
"swach";1.0;1.0;0.0;0.0;0.0;1.0
"ye";1.0;1.0;0.0;0.0;0.0;1.0
"draft";4.0;1.0;0.0;0.0;0.0;1.0
"rangaraju";2.0;1.0;0.0;0.0;0.0;1.0
"bourgeoise";1.0;1.0;0.0;0.0;0.0;1.0
"amul";1.0;1.0;0.0;0.0;0.0;1.0
"hair";1.0;1.0;0.0;0.0;0.0;1.0
"hole";3.0;2.0;0.0;0.0;0.0;1.0
"charkha";1.0;1.0;0.0;0.0;0.0;1.0
"dharnas";2.0;2.0;0.0;0.0;0.0;1.0
"faction";14.0;7.0;0.0;0.0;0.0;1.0
"vivekanand";1.0;1.0;0.0;0.0;0.0;1.0
"midc";1.0;1.0;0.0;0.0;0.0;1.0
"jurisdict";2.0;2.0;0.0;0.0;0.0;1.0
"disclosure";5.0;3.0;0.0;0.0;0.0;1.0
"forefront";3.0;3.0;0.0;0.0;0.0;1.0
"compliance";4.0;2.0;0.0;0.0;0.0;1.0
"walkout";10.0;9.0;0.0;0.0;0.0;1.0
"apolog";19.0;12.0;0.0;0.0;0.0;1.0
"emot";5.0;3.0;0.0;0.0;0.0;1.0
"gadkari";25.0;12.0;0.0;0.0;0.0;1.0
"surin";1.0;1.0;0.0;0.0;0.0;1.0
"jagarnath";1.0;1.0;0.0;0.0;0.0;1.0
"our";11.0;10.0;0.0;0.0;0.0;1.0
"gen";2.0;2.0;0.0;0.0;0.0;1.0
"property";11.0;8.0;0.0;0.0;0.0;1.0
"khunti";2.0;2.0;0.0;0.0;0.0;1.0
"madhu";10.0;6.0;0.0;0.0;0.0;1.0
"rajeev";2.0;2.0;0.0;0.0;0.0;1.0
"aspers";1.0;1.0;0.0;0.0;0.0;1.0
"desperate";3.0;2.0;0.0;0.0;0.0;1.0
"intellectual";2.0;2.0;0.0;0.0;0.0;1.0
"shivsangram";1.0;1.0;0.0;0.0;0.0;1.0
"collis";1.0;1.0;0.0;0.0;0.0;1.0
"payeng";1.0;1.0;0.0;0.0;0.0;1.0
"calista";1.0;1.0;0.0;0.0;0.0;1.0
"ideal";1.0;1.0;0.0;0.0;0.0;1.0
"outrage";5.0;5.0;0.0;0.0;0.0;1.0
"pandemonium";3.0;2.0;0.0;0.0;0.0;1.0
"pulwama";4.0;4.0;0.0;0.0;0.0;1.0
"dino";1.0;1.0;0.0;0.0;0.0;1.0
"mandu";7.0;5.0;0.0;0.0;0.0;1.0
"spirit";5.0;5.0;0.0;0.0;0.0;1.0
"sanctity";2.0;2.0;0.0;0.0;0.0;1.0
